Дата,Блок манифольда|P бм  |кгс/см²,Блок манифольда|t жидкости| °С,С-1|P сеп. |кгс/см²,С-1|t жидкости |°С,С-1|L жидкости| см,С-2|P сеп. |кгс/см²,С-2|t жидкости|°С,С-2|L межфазный|см,С-2|L нефти|см,ОН-1|t жидкости|°С,ОН-1|L межфазный|см,ОН-1|P отс. |кгс/см²,С-3|t жидкости|°С,С-3|L нефти|см,П-1|Т нефти на входе|°С,П-1|Т нефти на выходе|°С,П-1|Р нефти на входе|кгс/см²,П-1|Р нефти на выходе|кгс/см²,П-1|Т теплоно-сителя|°С,П-1|Т дымовых газов|°С,П-1|Р на горелку|кгс/см2,П-2|Т нефти на входе|°С,П-2|Т нефти на выходе|°С,П-2|Р нефти на входе|кгс/см²,П-2|Р нефти на выходе|кгс/см²,П-2|Т теплоно-сителя|°С,П-2|Т дымовых газов|°С,П-2|Р на горелку|кгс/см3,БЕВ-1|L воды|см,БЕВ-1|V воды|м3,БЕВ-1|V нефти,БЕВ-1|t воды
2023-03-13 14:00:00,6.8,15,6.2,14,65,4.8,53,66,75,1.1,49,52,36,9,21.2,50.9,5.3,5,54.6,116.7,0.2,21.4,51.2,5.3,5,54.3,131.5,0.2,182,64.51,0,33
2023-03-13 16:00:00,6.7,15,6.2,14,65,4.7,54,66,75,1.2,49,53,36,9,19.6,53.3,5.2,4.9,57.1,124.7,0.2,20.1,51.1,5.2,4.9,54.4,239.8,0.2,203,73.205,0,33
2023-03-13 18:00:00,6.8,15,6.2,14,68,4.8,53,66,75,1.2,48,51,36,9,16.2,53.7,5.3,5,57.4,250.2,0.2,16.1,55.1,5.3,4.9,58.2,142.2,0.2,141,46.899,0,33
2023-03-13 20:00:00,6.7,15,6.1,14,70,4.7,53,66,75,1.2,49,51,36,9,21.4,51.7,4.9,5.3,55.6,245.3,0.2,21.3,52.8,5.2,4.9,56.1,133.7,0.2,161,55.536,0,33
2023-03-14 00:00:00,6.7,15,6.1,14,65,4.7,53,67,75,1.2,49,51,36,9,22.4,52.6,5.2,4.9,56.1,125.7,0.2,22.4,53.2,5.2,4.8,55.8,134.1,0.2,206,74.413,0,33
2023-03-14 02:00:00,6.7,15,6.3,14,65,4.8,54,66,75,1.2,49,49,36,9,19.6,52,5.3,4.9,55.1,133.4,0.2,18.8,52.7,5.2,4.9,55.1,185.1,0.2,223,81.042,0,33
2023-03-14 04:00:00,6.7,15,6.3,14,64,4.8,54,67,75,1.2,49,52,36,9,18,52.1,5.3,4.9,56.1,128.1,0.2,17.9,54,5.2,4.9,57.3,140.2,0.2,143,47.763,0,33
2023-03-14 06:00:00,6.7,15,6.2,14,66,4.8,54,66,75,1.2,49,51,36,9,24.5,53.9,5.3,4.9,57.8,128.1,0.2,17.9,54,5.2,4.9,57.3,140.2,0.2,164,56.828,0,33
2023-03-14 08:00:00,6.8,15,6.3,14,65,4.8,53,66,75,1.3,48,51,36,9,19.2,50.1,5.3,5,54.1,229.7,0.2,19.5,54.5,5.3,5,58.2,146,0.2,184,65.353,0,33
2023-03-14 10:00:00,6.8,15,6.1,14,65,4.7,54,68,75,1.2,49,51,36,9,20,51.9,5.3,5,55.2,122.8,0.2,20.2,52.2,5.3,5,55.1,131.4,0.2,115,35.8,0,33
2023-03-14 12:00:00,6.7,15,6.2,14,66,4.8,53,66,75,1.2,49,51,37,9,20.7,53.4,5.3,5,57.9,251.8,0.2,20.5,51.2,5.3,5,55.2,131.7,0.2,138,45.606,0,33
2023-03-14 14:00:00,6.7,15,6.2,14,66,4.8,53,66,75,1.2,49,51,37,9,22.1,50.7,5.3,5,54,199.7,0.2,21.7,54.9,5.3,5,57.7,140.5,0.2,156,53.379,0,33
2023-03-14 16:00:00,6.8,15,6.3,14,66,4.8,54,66,75,1.3,49,52,37,9,20.9,51.5,5.3,5,55.5,124.9,0.2,21.1,52.5,5.3,5,55.8,135.3,0.2,122,38.757,0,33
2023-03-14 18:00:00,6.9,15,6.2,14,67,4.7,54,66,76,1.2,49,52,37,9,23.6,55.2,5.3,4.9,58.5,124.9,0.2,21.7,53,5.3,5,55.3,135.1,0.2,142,47.331,0,33
2023-03-14 20:00:00,6.8,15,6.2,14,65,4.7,54,66,75,1.2,49,53,37,9,18.2,54,5,4.8,57.9,138.5,0.2,19,54.7,5,4.8,57.9,142.4,0.2,163,56.397,0,33
2023-03-15 00:00:00,6.8,15,6.2,14,65,4.7,54,66,75,1.2,49,52,37,9,19.8,52.1,5.2,4.9,56.3,127.7,0.2,20.1,51.5,5.2,4.9,55.1,134.2,0.2,214,77.582,0,33
2023-03-15 02:00:00,6.5,15,6.3,14,66,4.7,54,66,75,1.1,49,49,36,9,17.2,50.7,5.1,4.9,54.4,123.3,0.2,16.4,53.2,5.2,4.9,56.3,269,0.2,151,51.219,0,33
2023-03-15 04:00:00,6.6,15,6.3,14,65,4.6,54,66,73,1.2,49,52,36,9,19.7,50.5,5.4,5,54.6,123.5,0.2,19.8,53.4,5.2,4.9,57.2,139.2,0.2,178,62.816,0,33
2023-03-15 06:00:00,6.7,15,6.3,14,65,4.7,54,66,75,1.1,49,50,36,9,18.3,53.9,5.2,5,57.7,254.7,0.2,18.4,52.1,5.2,5,55.1,133,0.2,200,71.987,0,33
2023-03-15 08:00:00,6.7,15,6.2,14,65,4.7,53,65,75,1.2,49,50,36,9,21.8,51.4,5.2,5,55.1,243.9,0.2,21.9,54.7,5.2,5,57.8,140.1,0.2,157,53.81,0,33
2023-03-15 10:00:00,6.8,15,6.3,14,65,4.8,53,66,75,1.3,48,50,36,9,17.2,51.3,5.2,5,55.3,123.1,0.2,17.5,52.3,5.2,5,55.8,133.3,0.2,116,36.22,0,33
2023-03-15 12:00:00,6.7,15,6.2,14,65,4.7,53,68,75,1.2,49,50,36,9,20.1,55,5.2,4.9,58.3,138.4,0.2,20.4,52.7,5.2,4.9,55.4,132.8,0.2,133,43.456,0,33
2023-03-15 14:00:00,6.8,15,6.3,14,65,4.8,54,66,75,1.2,49,50,37,9,20,53.9,5.3,5,57.5,130.3,0.2,20.3,51.8,5.3,5,54.8,133.1,0.2,157,53.81,0,33
2023-03-15 16:00:00,6.8,15,6.2,14,67,4.8,55,66,75,1.3,50,50,31,9,31.5,55.5,5.4,5,59.1,133,0.2,31.4,55.3,5.4,5,58.4,266.5,0.2,175,61.54,0,33
2023-03-15 18:00:00,7,15,6.4,14,67,4.9,55,66,75,1.5,50,50,30,9,30.1,54,5.5,5.1,57.2,248,0.2,30.5,54.6,5.5,5.1,57.2,134.6,0.2,160,55.105,0,33
2023-03-15 20:00:00,7.1,15,6.4,14,67,5,55,67,75,1.2,50,50,30,9,30.7,52.7,5.5,5.2,55.9,123.4,0.2,30.5,53.7,5.5,5.2,56.5,133.7,0.2,142,47.331,0,33
2023-03-16 00:00:00,7,15,6.4,14,65,4.9,55,67,75,1.5,50,51,27,9,33.3,52.7,5.6,5.2,56,125,0.2,33.3,54.3,5.6,5.2,57.2,134.6,0.2,186,66.193,0,33
2023-03-16 02:00:00,6.9,15,6.3,14,66,4.9,56,68,75,1.3,50,49,27,9,33.6,55.3,5.7,5.3,58.3,130.7,0.2,33.7,55.6,5.7,5.2,57.9,136.9,0.2,210,76.008,0,33
2023-03-16 04:00:00,7,15,6.5,14,64,5,56,66,75,1.5,50,51,27,9,31.1,52.4,5.7,5.3,56.7,125,0.2,31.4,55.6,5.6,5.2,59.2,140.8,0.2,138,45.606,0,33
2023-03-16 06:00:00,7.1,15,6.5,14,66,5,55,66,75,1.5,51,51,27,9,32.4,53.4,5.5,5.2,56.7,131.5,0.2,32.7,54.8,5.5,5.2,59.2,132.6,0.2,158,54.242,0,33
2023-03-16 08:00:00,7.2,15,6.7,14,64,5.1,55,67,75,1.6,50,51,27,9,33,53.3,5.6,5.2,56.8,126.2,0.2,33.3,54,5.6,5.2,56.8,132.9,0.2,176,61.966,0,33
2023-03-16 10:00:00,7.1,15,6.4,14,65,5,55,66,75,1.4,50,51,27,9,33.2,53.5,5.6,5.1,56.9,125.3,0.2,32.8,56.3,5.6,5.1,59.6,147.7,0.2,200,71.987,0,33
2023-03-16 12:00:00,7.1,15,6.4,14,65,5,55,66,75,1.4,50,51,27,9,33.4,53.2,5.7,5.2,57,124.7,0.2,33.2,53.6,5.7,5.2,56.5,133,0.2,227,82.539,0,33
2023-03-16 14:00:00,7.2,15,6.4,14,65,5,56,67,75,1.5,51,51,28,9,32.2,53.5,5.7,5.3,57,123.8,0.2,32.5,55.1,5.7,5.3,57.8,135.4,0.2,105,31.636,0,33
2023-03-16 16:00:00,7.2,15,6.4,14,65,5,56,67,75,1.5,51,51,28,9,32,53.2,5.7,5.2,56.8,123.9,0.2,31.8,53.8,5.7,5.2,57.2,261.3,0.2,129,41.741,0,33
2023-03-16 18:00:00,7.1,15,6.6,14,67,5,56,68,75,1.5,51,51,28,9,32,53,5.7,5.3,56.3,123.7,0.2,32.5,53.5,5.7,5.2,56.2,133.6,0.2,155,52.947,0,33
2023-03-16 20:00:00,7,15,6.6,14,68,5,56,66,75,1.5,51,51,28,9,31,53.7,5.8,5.4,57.8,127.1,0.2,30.8,52.1,5.8,5.4,55.3,132.9,0.2,176,61.966,0,33
2023-03-17 00:00:00,7.2,15,6.7,14,71,5,56,66,76,1.5,51,52,27,9,31.5,53.5,5.8,5.4,56.7,124.9,0.2,31.9,55.9,5.8,5.4,58.7,137.2,0.2,220,79.902,0,33
2023-03-17 02:00:00,7.1,15,6.7,14,67,5.1,54,66,75,1.5,50,52,26,9,29.5,51.6,5.7,5.3,55,188.1,0.2,29,55.6,5.7,5.2,57.9,145.1,0.2,136,44.745,0,33
2023-03-17 04:00:00,7.1,15,6.7,14,67,5.1,54,66,75,1.5,50,52,26,9,28.3,52.6,6,5.5,55.9,124.4,0.2,28.9,52.3,5.9,5.4,55.5,131.5,0.2,157,53.81,0,33
2023-03-17 06:00:00,7.1,15,6.7,14,67,5.1,54,66,75,1.5,50,52,26,9,28.3,52.6,6,5.5,55.9,124.4,0.2,28.9,52.3,5.9,5.4,55.5,131.5,0.2,181,64.087,0,33
2023-03-17 08:00:00,7.2,15,6.7,14,70,5.2,55,66,75,1.5,50,51,27,9,32.6,52.5,5.8,5.4,55.8,123.1,0.2,32.7,55.2,5.8,5.4,58.3,134.1,0.2,203,73.205,0,33
2023-03-17 10:00:00,7.2,15,6.8,14,72,5.3,55,66,75,1.5,50,51,27,9,32.9,52.8,5.8,5.4,56.3,121.4,0.2,32.8,52.6,5.8,5.4,55.7,133.6,0.2,119,37.486,0,33
2023-03-17 12:00:00,7.2,15,6.8,14,70,5.3,55,66,75,1.5,50,51,27,9,32.2,55,5.7,5.3,58.1,123.1,0.2,32.3,52.3,5.7,5.3,55,172.2,0.2,142,47.331,0,33
2023-03-17 14:00:00,7.1,15,6.6,14,66,5.3,55,66,75,1.4,51,51,28,9,32.1,52.1,5.6,5.2,55,120.6,0.2,31.9,54.7,5.6,5.2,57.5,136,0.2,164,56.828,0,33
2023-03-17 16:00:00,7.1,15,6.6,14,66,5.3,55,66,75,1.4,51,51,28,9,32.1,52.1,5.6,5.2,55,120.6,0.2,31.9,54.7,5.6,5.2,57.5,136,0.2,181,64.087,0,33
2023-03-17 18:00:00,7,15,6.5,14,66,5.1,55,66,75,1.5,51,51,29,9,32.5,56.3,5.8,5.4,59.6,140.3,0.2,32.5,56.6,5.6,5.3,59.5,143.3,0.2,203,73.205,0,33
2023-03-17 20:00:00,7.1,15,6.5,14,62,5.2,55,66,75,1.2,51,51,29,9,24.8,53.6,5.7,5.3,56.5,123,0.2,24.9,56.7,5.6,5.2,59.5,142.9,0.2,221,80.283,0,33
2023-03-18 00:00:00,7.2,15,6.5,14,68,5.2,55,66,75,1.2,51,51,27,9,32,51.7,5.7,5.3,55.6,122.9,0.2,32.4,51.7,5.7,5.3,55,133.4,0.2,158,54.242,0,33
2023-03-18 02:00:00,7.1,15,6.7,14,72,5.1,54,66,75,1.5,50,51,26,9,32.4,56.7,5.9,5.6,59.8,165.2,0.2,32.6,54.6,5.8,5.4,57.1,133.8,0.2,176,61.966,0,33
2023-03-18 04:00:00,7.2,15,6.7,14,70,5.1,54,67,75,1.5,50,50,27,9,32.8,55.9,5.9,5.6,59.1,242.7,0.2,32.6,55.2,5.8,5.4,58,136.3,0.2,194,69.525,0,33
2023-03-18 06:00:00,7.1,15,6.6,14,66,5.1,54,67,75,1.5,50,51,27,9,33.1,56.3,5.8,5.4,59.6,146.3,0.2,33.4,52.7,5.8,5.4,55.2,132.5,0.2,212,76.797,0,33
2023-03-18 08:00:00,7.1,15,6.6,14,66,5.1,54,67,75,1.5,50,51,27,9,33,53.1,5.8,5.4,56,122.6,0.2,33.3,56.8,5.8,5.4,59.5,141.3,0.2,155,52.947,0,33
2023-03-18 10:00:00,7,15,6.6,14,74,5.2,55,66,75,1.5,50,51,27,9,32.6,52.3,5.8,5.4,55.2,121,0.2,32.9,56,5.8,5.4,58.8,136.1,0.2,114,35.38,0,33
2023-03-18 12:00:00,7,15,6.6,14,67,5.3,55,66,75,1.5,50,51,27,9,33.4,53.8,5.7,5.3,56.7,121.6,0.2,33.5,54.3,5.7,5.3,58.8,132.7,0.2,135,44.315,0,33
2023-03-18 14:00:00,7.1,15,6.6,14,66,5.1,54,68,75,1.5,50,51,27,9,33.3,54.2,5.7,5.3,57.3,245.6,0.2,33.2,52.5,5.7,5.3,55.2,130.8,0.2,146,49.058,0,33
2023-03-18 16:00:00,7.1,15,6.6,14,66,5.1,54,68,75,1.5,50,51,27,9,32.6,53,5.7,5.3,56,117.8,0.2,33.1,55.9,5.7,5.3,58.5,135.3,0.2,163,56.397,0,33
2023-03-18 18:00:00,7.2,15,6.6,14,66,5.1,54,66,75,1.5,50,52,27,9,32.6,53,5.7,5.3,56,117.8,0.2,33.1,55.9,5.7,5.3,58.5,135.3,0.2,181,64.087,0,33
2023-03-18 20:00:00,7.3,15,6.6,14,66,5.1,54,66,75,1.5,51,52,26,9,32.3,53,5.8,5.4,55.7,116.3,0.2,32.6,53.2,5.7,5.3,55.6,130.9,0.2,200,71.987,0,33
2023-03-19 00:00:00,7.2,15,6.6,14,65,5.1,54,66,75,1.4,51,52,26,9,31.8,56.6,5.7,5.2,59.7,146.5,0.2,32.3,52.7,5.6,5.2,55.5,266.5,0.2,117,36.642,0,33
2023-03-19 02:00:00,7,15,6.7,14,65,5.1,56,66,75,1.5,50,52,26,9,32.6,54.8,5.8,5.4,59.8,128.6,0.2,32.8,56,5.6,5.2,59.1,138.8,0.2,130,42.169,0,33
2023-03-19 04:00:00,7,15,6.7,14,65,5.1,54,67,75,1.5,50,52,26,9,32.8,52.4,5.6,5.2,55.3,119.9,0.2,33.1,52.6,5.5,5,55.1,227.7,0.2,147,49.49,0,33
2023-03-19 06:00:00,7.1,15,6.5,14,65,5.1,55,66,75,1.5,50,52,26,9,33,52.6,5.7,5.3,55.4,121.5,0.2,33.2,55.2,5.7,5.3,58.5,135.1,0.2,164,56.828,0,33
2023-03-19 08:00:00,7.1,15,6.5,14,65,5.1,55,66,75,1.5,50,52,26,9,30.4,53,5.7,5.3,56.2,123.8,0.2,30.6,52.3,5.7,5.3,55.3,131.7,0.2,188,67.031,0,33
2023-03-19 10:00:00,7.1,15,6.5,14,65,5.1,54,66,75,1.5,50,51,26,9,33.3,55,5.7,5.3,58.6,129.1,0.2,33.5,55.4,5.7,5.3,58.1,135.6,0.2,204,73.609,0,33
2023-03-19 12:00:00,7.1,15,6.5,14,70,5.1,54,66,75,1.4,51,51,27,9,32.9,52.8,5.7,5.3,55.8,119.4,0.2,33.1,54.2,5.7,5.3,56.8,133,0.2,223,81.042,0,33
2023-03-19 14:00:00,7.1,15,6.5,14,66,5.1,55,66,75,1.4,51,51,27,9,33.3,54.3,5.7,5.3,57.4,124.8,0.2,33,57.7,5.7,5.3,60.3,182.6,0.2,109,33.292,0,33
2023-03-19 16:00:00,7,15,6.5,14,66,5,55,66,75,1.4,50,51,26,9,32.9,52.4,5.7,5.3,55.2,118.4,0.2,32.8,55.3,5.7,5.3,57.8,134.8,0.2,123,39.182,0,33
2023-03-19 18:00:00,6.9,15,6.5,14,65,5.1,55,66,76,1.2,50,51,26,9,25.2,53.6,5.7,5.1,56.5,123.3,0.2,24.7,53.4,5.7,5.2,55.8,132.7,0.2,143,47.763,0,33
2023-03-19 20:00:00,7,15,6.5,14,67,5.1,55,66,76,1.5,50,51,26,9,32.9,52.4,5.7,5.3,55.8,235.1,0.2,32.9,52.3,5.6,5.2,55.1,208.5,0.2,160,55.105,0,33
2023-03-20 00:00:00,7.1,14,6.6,14,66,5.3,55,66,75,1.4,51,51,26,9,33.9,53.3,5.9,5.5,56.6,123.9,0.2,32.9,52.6,5.8,5.4,55.4,132.6,0.2,176,61.966,0,50
2023-03-20 02:00:00,7,17,6.5,14,66,5.1,55,68,75,1.5,50,51,27,9,32,52.8,5.7,5.2,55.4,123.1,0.2,32.7,53.3,5.8,5.4,55.5,133,0.2,191,68.282,0,50
2023-03-20 04:00:00,7,17,6.5,14,65,5.1,55,66,75,1.4,50,51,26,9,23.2,53.5,5.8,5.4,56.4,123.6,0.2,25.6,56.5,5.8,5.4,59,138.3,0.2,207,74.814,0,50
2023-03-20 06:00:00,7,14,6.4,14,65,5,55,66,75,1.4,50,51,26,9,33.7,55.2,5.7,5.3,58.4,127.5,0.2,33.5,57.2,5.7,5.3,60.1,152.2,0.2,221,80.283,0,50
2023-03-20 08:00:00,7.1,14,6.5,14,65,5.2,55,66,75,1.5,50,51,27,9,30.7,52.7,5.7,5.3,55.4,122.4,0.2,30.5,52.5,5.7,5.3,55.4,134.3,0.2,121,38.333,0,50
2023-03-20 10:00:00,7.1,14,6.5,14,65,5.1,55,66,75,1.5,51,51,27,9,33.8,54.2,5.7,5.3,57.3,122.4,0.2,34,52.8,5.7,5.3,55.5,133.8,0.2,135,44.315,0,50
2023-03-20 12:00:00,7.1,14,6.4,14,65,5,55,66,75,1.4,50,51,28,9,33.2,52,5.7,5.3,55.6,122.4,0.2,33.8,52.7,5.7,5.3,55.11,133.2,0.2,153,52.083,0,50
2023-03-20 14:00:00,7,14,6.4,14,65,5,54,70,75,1.4,50,51,28,9,31.9,52.5,5.7,5.3,55.3,119.4,0.2,32.1,53.3,5.7,5.3,55.8,134.7,0.2,170,59.404,0,50
2023-03-20 16:00:00,7.1,14,6.6,14,70,5,55,66,75,1.5,51,51,28,9,33.9,53.6,5.7,5.3,57.5,120.5,0.2,33.7,52.1,5.7,5.3,55,133.2,0.2,185,65.773,0,50
2023-03-20 18:00:00,7.2,14,6.6,14,63,5,55,66,75,1.5,51,51,28,9,32.7,55.9,5.8,5.4,59.4,139.9,0.2,33,55.6,5.8,5.4,58.5,138.1,0.2,109,33.292,0,50
2023-03-20 20:00:00,7.2,14,6.6,14,68,5,55,66,76,1.4,51,51,28,9,32.9,53.7,5.7,5.4,56.7,122,0.2,33,57.4,5.7,5.3,60.2,157.5,0.2,131,42.598,0,50
2023-03-22 00:00:00,7.2,14,6.6,14,64,5.2,54,68,75,1.2,50,51,28,9,30.8,53.2,5.7,5.3,56.7,123.6,0.2,31.3,53.4,5.7,5.3,56.8,133.9,0.2,166,57.688,0,50
2023-03-22 02:00:00,7,14,6.5,14,66,5.1,55,68,75,1.5,50,51,27,9,33,51.4,6,5.5,55,216.9,0.2,32.8,52.5,6,5.5,55.5,133.1,0.2,182,64.51,0,50
2023-03-22 04:00:00,7,14,6.5,14,66,5.1,55,68,75,1.5,50,51,27,9,34,52.6,5.8,5.4,55.7,119.5,0.2,34,55.6,5.8,5.4,58.4,137.8,0.2,203,73.205,0,50
2023-03-22 06:00:00,7.1,14,6.6,14,65,5.2,54,68,75,1.5,51,51,27,9,33.2,53.1,5.8,5.4,56.2,120.7,0.2,33.5,54.5,5.8,5.4,57.5,260.4,0.2,217,78.748,0,50
2023-03-22 08:00:00,7.1,14,6.6,14,65,5.2,54,68,75,1.5,51,51,27,9,32.8,54.6,5.8,5.4,57.8,123.3,0.2,33.1,54.6,5.8,5.4,57.2,134.3,0.2,167,58.117,0,50
2023-03-22 10:00:00,7.1,14,6.6,14,65,5.2,54,68,75,1.5,51,51,27,9,33.2,52.4,5.8,5.4,56,236,0.2,33.3,53.6,5.8,5.4,56.9,255,0.2,143,47.763,0,50
2023-03-22 12:00:00,7.2,14,6.6,14,65,5.2,54,70,75,1.5,51,51,28,9,33.5,53.2,5.8,5.4,56.3,118.8,0.2,33.5,55.9,5.8,5.4,58.9,137.7,0.2,156,53.379,0,50
2023-03-22 14:00:00,7.2,14,6.6,14,70,5.2,54,66,75,1.5,51,51,28,9,32.5,54.7,5.8,5.4,58.8,127.4,0.2,32.3,53.7,5.8,5.4,57.3,133.4,0.2,176,61.966,0,50
2023-03-22 16:00:00,7.3,14,6.7,14,75,5.3,54,68,75,1.5,51,51,28,9,33.8,52,5.9,5.5,55.2,118,0.2,33.6,52.5,5.9,5.5,55.4,132.5,0.2,201,72.394,0,50
2023-03-22 18:00:00,7.4,14,6.8,14,75,5.4,54,67,75,1.5,51,51,28,9,32.8,52.8,5.9,5.5,56.1,120.3,0.2,33.5,56.8,5.9,5.5,59.9,147.3,0.2,107,32.462,0,50
2023-03-22 20:00:00,7.2,14,6.8,14,65,5.4,54,67,75,1.5,51,51,28,9,33.4,52.1,5.7,5.4,55.2,215.6,0.2,33.6,53,5.7,5.4,55.5,133.9,0.2,125,40.033,0,50
2023-03-24 00:00:00,7.1,14,6.7,14,67,5.4,55,66,75,1.5,51,50,28,9,33,52.1,5.8,5.4,55.2,121.4,0.2,33.2,54.2,5.8,5.4,57,134.5,0.2,221,80.283,0,50
2023-03-24 02:00:00,7.1,14,6.5,14,66,5.3,55,66,75,1.5,51,51,27,9,33.6,53.9,5.9,5.5,57,122.8,0.2,33.9,54.4,5.9,5.4,57.2,134,0.2,135,44.315,0,50
2023-03-24 04:00:00,7,14,6.5,14,68,5.3,55,66,75,1.5,51,51,27,9,33.5,54.4,5.9,5.5,57.4,125,0.2,33.8,55.9,5.8,5.4,58.6,138,0.2,163,56.397,0,50
2023-03-24 06:00:00,7.1,14,6.5,14,67,5.3,55,66,75,1.5,51,51,27,9,33.3,52.6,5.9,5.5,57.4,123.6,0.2,33.1,53.9,5.9,5.4,56.9,133.5,0.2,177,62.391,0,50
2023-03-24 08:00:00,7,14,6.5,14,67,5.3,55,66,75,1.5,51,51,27,9,33.3,52.4,5.9,5.5,57.2,131.4,0.2,33.1,54,5.9,5.4,57,142.7,0.2,195,69.938,0,50
2023-03-24 10:00:00,7,14,6.5,14,67,5.3,55,66,75,1.5,51,51,27,9,33.3,52.4,5.9,5.5,57.2,131.4,0.2,33.1,54,5.9,5.4,57,142.7,0.2,214,77.582,0,50
2023-03-24 12:00:00,7.1,14,6.6,14,68,5.3,60,66,75,1.5,52,51,27,9,35.5,58.1,5.9,5.5,61.8,123.7,0.2,35.7,57.5,5.9,5.4,60.8,136.6,0.2,103,30.813,0,50
2023-03-24 14:00:00,7.1,14,6.6,14,68,5.3,60,66,75,1.5,55,51,30,9,36.6,56.8,5.9,5.5,62,131.7,0.2,36,57.9,5.9,5.5,62.2,145.7,0.2,121,38.333,0,50
2023-03-24 16:00:00,7.1,14,6.6,14,68,5.3,60,66,75,1.5,55,51,30,9,36.6,56.8,5.9,5.5,62,131.7,0.2,36,57.9,5.9,5.5,62.2,145.7,0.2,139,46.037,0,50
2023-03-24 18:00:00,7.2,14,6.6,14,68,5.3,60,66,75,1.5,55,51,30,9,25.4,58.3,5.8,5.4,61.1,124.3,0.2,23.6,58.6,6,5.5,61.9,137,0.2,160,55.105,0,50
2023-03-24 20:00:00,7.2,14,6.6,14,66,5.3,60,66,75,1.3,54,51,30,9,25.1,57.4,5.8,5.4,60.6,123.5,0,26.8,60,6,5.5,63,140,0,175,61.54,0,50
2023-03-25 00:00:00,7.3,14,6.6,14,65,5.3,59,65,75,1.5,55,51,30,9,35.5,56.9,5.8,5.4,60.2,122.8,0,35.6,61,6,5.5,64,145.8,0,214,77.582,0,50
2023-03-25 02:00:00,7,14,6.7,14,65,5.3,60,66,75,1.6,55,51,30,9,35.9,59.9,5.9,5.5,63.5,135.6,0,36,61.7,5.9,5.4,64.7,218,0,135,44.315,0,50
2023-03-25 04:00:00,7.1,14,6.7,14,65,5.3,60,66,75,1.5,55,51,30,9,36.5,57.9,5.9,5.5,61.2,124.8,0,36.8,58,5.9,5.4,60.7,136.1,0,110,33.708,0,50
2023-03-25 06:00:00,7,14,6.7,14,65,5.3,60,66,75,1.5,55,51,30,9,36.7,58.3,5.9,5.5,61.7,125.1,0,36.8,61.2,5.9,5.4,64.1,230.8,0,127,40.886,0,50
2023-03-25 08:00:00,7,14,6.7,14,65,5.3,60,66,75,1.5,55,51,30,9,36.7,58.3,5.9,5.5,61.7,125.1,0,36.8,61.2,5.9,5.4,64.1,230.8,0,149,50.354,0,50
2023-03-25 10:00:00,7.1,14,6.7,14,70,5.3,59,67,75,1.5,55,52,30,9,31,57.1,5.9,5.5,60.8,122,0,33.3,55.7,5.9,5.4,59.8,155.7,0,166,57.688,0,50
2023-03-25 12:00:00,7.1,14,6.7,14,63,5.3,59,67,75,1.5,55,52,30,9,34.9,59.6,6,5.5,64,145.3,0,34.3,57.8,5.9,5.5,61.7,135.9,0,187,66.613,0,50
2023-03-25 14:00:00,7.1,14,6.7,14,63,5.3,59,67,75,1.5,55,52,30,9,35.2,57.3,6,5.5,60.2,150.2,0,35,58.3,5.9,5.5,61.3,127.8,0,206,74.413,0,50
2023-03-25 16:00:00,7.1,14,6.7,14,67,5.3,59,67,75,1.5,55,52,30,9,35.5,60,6,5.5,63,168.3,0,35.2,59.8,5.9,5.5,63.2,145.9,0,113,34.961,0,50
2023-03-25 18:00:00,7,14,6.7,14,67,5.3,59,67,75,1.5,55,52,30,9,35.6,56.9,6,5.5,60.2,123.1,0,35.8,60.2,5.9,5.5,63.1,141.5,0,122,38.757,0,50
2023-03-25 20:00:00,7.1,14,6.5,14,67,5.2,59,67,75,1.3,55,52,30,9,35.7,60.1,6,5.5,63.7,134.6,0,36,62.1,5.9,5.5,65,189,0,140,46.468,0,50
2023-03-26 00:00:00,7.2,14,6.5,14,65,5.2,60,66,75,1.4,55,52,30,9,23.4,59.5,6,5.5,62.9,128.8,0,25.4,61.3,5.9,5.5,64.2,251.6,0,175,61.54,0,50
2023-03-26 02:00:00,7,14,6.5,14,65,5.2,59,66,75,1.5,55,51,30,9,35.5,58,5.9,5.5,61.3,240.7,0.2,35.8,62.4,5.9,5.4,65.3,162.2,0,193,69.112,0,50
2023-03-26 04:00:00,7.2,14,6.5,14,65,5.3,59,66,75,1.5,55,51,30,9,35.9,58,5.9,5.5,61.4,122.9,0,36.2,61.5,5.9,5.4,64.6,147.5,0,212,76.797,0,50
2023-03-26 06:00:00,7.4,14,6.5,14,65,5.2,58,66,75,1.5,55,51,30,9,35.9,60.9,5.9,5.5,64.1,234.7,0,36.3,60.5,5.9,5.4,63.1,263.7,0.2,94,27.161,0,50
2023-03-26 08:00:00,7.4,14,6.5,14,65,5.2,58,66,75,1.5,55,51,30,9,35.9,60.9,5.9,5.5,64.1,234.7,0,36.3,60.5,5.9,5.4,63.1,263.7,0.2,118,37.064,0,50
2023-03-26 10:00:00,7.2,14,6.5,14,65,5.2,58,66,75,1.5,55,51,30,9,36.5,57.5,5.9,5.5,63.5,145.7,0,36.7,57.6,5.9,5.4,63,215.8,0.2,131,42.598,0,50
2023-03-26 12:00:00,7.2,14,6.5,14,65,5.2,58,66,75,1.5,55,51,30,9,36.5,57.5,5.9,5.5,63.5,145.7,0,36.7,57.6,5.9,5.4,63,215.8,0.2,153,52.083,0,50
